macro_domain,subdomain,micro_domain,audience_hint,problem_hint,format_hint,risk_level,priority,language,country,notes
gesundheit,gesundheit_beratung,Gesundheit Beratung für Studenten,studenten,fehler vermeiden und qualitaet sichern,vorlagenbuch,high,55,de,DE,micro domain #182
gesundheit,gesundheit_beratung,Gesundheit Beratung für Schueler,schueler,kosten senken und budget einhalten,arbeitsbuch,high,56,de,DE,micro domain #183
gesundheit,gesundheit_beratung,Gesundheit Beratung für Rentner,rentner,motivation finden und dranbleiben,ratgeber,high,57,de,DE,micro domain #184
gesundheit,gesundheit_beratung,Gesundheit Beratung für Pflegende Angehoerige,pflegende_angehoerige,richtige methode erlernen,checkliste,high,58,de,DE,micro domain #185
gesundheit,gesundheit_beratung,Gesundheit Beratung für Fachkraefte,fachkraefte,alltag vereinfachen und routine aufbauen,planer,high,54,de,DE,micro domain #186
gesundheit,gesundheit_beratung,Gesundheit Beratung für Fuehrungskraefte,fuehrungskraefte,sicherer im umgang werden,tagebuch,high,55,de,DE,micro domain #187
gesundheit,gesundheit_beratung,Gesundheit Beratung für Schichtarbeiter,schichtarbeiter,besser verstehen und anwenden,trainingsjournal,high,56,de,DE,micro domain #188
gesundheit,gesundheit_beratung,Gesundheit Beratung für Berufstaetige,berufstaetige,ergebnisse verbessern und optimieren,workbook,high,57,de,DE,micro domain #189
gesundheit,gesundheit_beratung,Gesundheit Beratung für Jugendliche,jugendliche,zeit sparen und effizienter arbeiten,leitfaden,high,58,de,DE,micro domain #190
gesundheit,gesundheit_hilfe,Gesundheit Hilfe für Studenten,studenten,ueberblick behalten und struktur schaffen,vorlagenbuch,low,55,de,DE,micro domain #191
gesundheit,gesundheit_hilfe,Gesundheit Hilfe für Schueler,schueler,fehler vermeiden und qualitaet sichern,arbeitsbuch,low,56,de,DE,micro domain #192
gesundheit,gesundheit_hilfe,Gesundheit Hilfe für Rentner,rentner,kosten senken und budget einhalten,ratgeber,low,57,de,DE,micro domain #193
gesundheit,gesundheit_hilfe,Gesundheit Hilfe für Pflegende Angehoerige,pflegende_angehoerige,motivation finden und dranbleiben,checkliste,low,58,de,DE,micro domain #194
gesundheit,gesundheit_hilfe,Gesundheit Hilfe für Fachkraefte,fachkraefte,richtige methode erlernen,planer,low,59,de,DE,micro domain #195
gesundheit,gesundheit_hilfe,Gesundheit Hilfe für Fuehrungskraefte,fuehrungskraefte,alltag vereinfachen und routine aufbauen,tagebuch,low,55,de,DE,micro domain #196
gesundheit,gesundheit_hilfe,Gesundheit Hilfe für Schichtarbeiter,schichtarbeiter,sicherer im umgang werden,trainingsjournal,low,56,de,DE,micro domain #197
gesundheit,gesundheit_hilfe,Gesundheit Hilfe für Berufstaetige,berufstaetige,besser verstehen und anwenden,workbook,low,57,de,DE,micro domain #198
gesundheit,gesundheit_hilfe,Gesundheit Hilfe für Jugendliche,jugendliche,ergebnisse verbessern und optimieren,leitfaden,low,58,de,DE,micro domain #199
gesundheit,gesundheit_hilfe,Gesundheit Hilfe für Erwachsene,erwachsene,zeit sparen und effizienter arbeiten,praxisbuch,low,59,de,DE,micro domain #200
business,business_grundlagen,Business Grundlagen für Fortgeschrittene,fortgeschrittene,fehler vermeiden und qualitaet sichern,arbeitsbuch,low,52,de,DE,micro domain #201
business,business_grundlagen,Business Grundlagen für Senioren,senioren,kosten senken und budget einhalten,ratgeber,low,53,de,DE,micro domain #202
business,business_grundlagen,Business Grundlagen für Eltern,eltern,motivation finden und dranbleiben,checkliste,low,54,de,DE,micro domain #203
business,business_grundlagen,Business Grundlagen für Alleinerziehende,alleinerziehende,richtige methode erlernen,planer,low,55,de,DE,micro domain #204
business,business_grundlagen,Business Grundlagen für Berufseinsteiger,berufseinsteiger,alltag vereinfachen und routine aufbauen,tagebuch,low,56,de,DE,micro domain #205
business,business_grundlagen,Business Grundlagen für Selbststaendige,selbststaendige,sicherer im umgang werden,trainingsjournal,low,52,de,DE,micro domain #206
business,business_grundlagen,Business Grundlagen für Freelancer,freelancer,besser verstehen und anwenden,workbook,low,53,de,DE,micro domain #207
business,business_grundlagen,Business Grundlagen für Kleinunternehmer,kleinunternehmer,ergebnisse verbessern und optimieren,leitfaden,low,54,de,DE,micro domain #208
business,business_grundlagen,Business Grundlagen für Studenten,studenten,zeit sparen und effizienter arbeiten,praxisbuch,low,55,de,DE,micro domain #209
business,business_grundlagen,Business Grundlagen für Schueler,schueler,ueberblick behalten und struktur schaffen,vorlagenbuch,low,56,de,DE,micro domain #210
business,business_fortgeschritten,Business Fortgeschritten für Senioren,senioren,fehler vermeiden und qualitaet sichern,ratgeber,low,53,de,DE,micro domain #211
business,business_fortgeschritten,Business Fortgeschritten für Eltern,eltern,kosten senken und budget einhalten,checkliste,low,54,de,DE,micro domain #212
business,business_fortgeschritten,Business Fortgeschritten für Alleinerziehende,alleinerziehende,motivation finden und dranbleiben,planer,low,55,de,DE,micro domain #213
business,business_fortgeschritten,Business Fortgeschritten für Berufseinsteiger,berufseinsteiger,richtige methode erlernen,tagebuch,low,56,de,DE,micro domain #214
business,business_fortgeschritten,Business Fortgeschritten für Selbststaendige,selbststaendige,alltag vereinfachen und routine aufbauen,trainingsjournal,low,57,de,DE,micro domain #215
business,business_fortgeschritten,Business Fortgeschritten für Freelancer,freelancer,sicherer im umgang werden,workbook,low,53,de,DE,micro domain #216
business,business_fortgeschritten,Business Fortgeschritten für Kleinunternehmer,kleinunternehmer,besser verstehen und anwenden,leitfaden,low,54,de,DE,micro domain #217
business,business_fortgeschritten,Business Fortgeschritten für Studenten,studenten,ergebnisse verbessern und optimieren,praxisbuch,low,55,de,DE,micro domain #218
business,business_fortgeschritten,Business Fortgeschritten für Schueler,schueler,zeit sparen und effizienter arbeiten,vorlagenbuch,low,56,de,DE,micro domain #219
business,business_fortgeschritten,Business Fortgeschritten für Rentner,rentner,ueberblick behalten und struktur schaffen,arbeitsbuch,low,57,de,DE,micro domain #220
business,business_organisation,Business Organisation für Eltern,eltern,fehler vermeiden und qualitaet sichern,checkliste,low,54,de,DE,micro domain #221
business,business_organisation,Business Organisation für Alleinerziehende,alleinerziehende,kosten senken und budget einhalten,planer,low,55,de,DE,micro domain #222
business,business_organisation,Business Organisation für Berufseinsteiger,berufseinsteiger,motivation finden und dranbleiben,tagebuch,low,56,de,DE,micro domain #223
business,business_organisation,Business Organisation für Selbststaendige,selbststaendige,richtige methode erlernen,trainingsjournal,low,57,de,DE,micro domain #224
business,business_organisation,Business Organisation für Freelancer,freelancer,alltag vereinfachen und routine aufbauen,workbook,low,58,de,DE,micro domain #225
business,business_organisation,Business Organisation für Kleinunternehmer,kleinunternehmer,sicherer im umgang werden,leitfaden,low,54,de,DE,micro domain #226
business,business_organisation,Business Organisation für Studenten,studenten,besser verstehen und anwenden,praxisbuch,low,55,de,DE,micro domain #227
business,business_organisation,Business Organisation für Schueler,schueler,ergebnisse verbessern und optimieren,vorlagenbuch,low,56,de,DE,micro domain #228
business,business_organisation,Business Organisation für Rentner,rentner,zeit sparen und effizienter arbeiten,arbeitsbuch,low,57,de,DE,micro domain #229
business,business_organisation,Business Organisation für Pflegende Angehoerige,pflegende_angehoerige,ueberblick behalten und struktur schaffen,ratgeber,low,58,de,DE,micro domain #230
business,business_dokumentation,Business Dokumentation für Alleinerziehende,alleinerziehende,fehler vermeiden und qualitaet sichern,planer,low,55,de,DE,micro domain #231
business,business_dokumentation,Business Dokumentation für Berufseinsteiger,berufseinsteiger,kosten senken und budget einhalten,tagebuch,low,56,de,DE,micro domain #232
business,business_dokumentation,Business Dokumentation für Selbststaendige,selbststaendige,motivation finden und dranbleiben,trainingsjournal,low,57,de,DE,micro domain #233
business,business_dokumentation,Business Dokumentation für Freelancer,freelancer,richtige methode erlernen,workbook,low,58,de,DE,micro domain #234
business,business_dokumentation,Business Dokumentation für Kleinunternehmer,kleinunternehmer,alltag vereinfachen und routine aufbauen,leitfaden,low,59,de,DE,micro domain #235
business,business_dokumentation,Business Dokumentation für Studenten,studenten,sicherer im umgang werden,praxisbuch,low,55,de,DE,micro domain #236
business,business_dokumentation,Business Dokumentation für Schueler,schueler,besser verstehen und anwenden,vorlagenbuch,low,56,de,DE,micro domain #237
business,business_dokumentation,Business Dokumentation für Rentner,rentner,ergebnisse verbessern und optimieren,arbeitsbuch,low,57,de,DE,micro domain #238
business,business_dokumentation,Business Dokumentation für Pflegende Angehoerige,pflegende_angehoerige,zeit sparen und effizienter arbeiten,ratgeber,low,58,de,DE,micro domain #239
business,business_dokumentation,Business Dokumentation für Fachkraefte,fachkraefte,ueberblick behalten und struktur schaffen,checkliste,low,59,de,DE,micro domain #240
business,business_planung,Business Planung für Berufseinsteiger,berufseinsteiger,fehler vermeiden und qualitaet sichern,tagebuch,medium,56,de,DE,micro domain #241
business,business_planung,Business Planung für Selbststaendige,selbststaendige,kosten senken und budget einhalten,trainingsjournal,medium,57,de,DE,micro domain #242
business,business_planung,Business Planung für Freelancer,freelancer,motivation finden und dranbleiben,workbook,medium,58,de,DE,micro domain #243
business,business_planung,Business Planung für Kleinunternehmer,kleinunternehmer,richtige methode erlernen,leitfaden,medium,59,de,DE,micro domain #244
business,business_planung,Business Planung für Studenten,studenten,alltag vereinfachen und routine aufbauen,praxisbuch,medium,60,de,DE,micro domain #245
business,business_planung,Business Planung für Schueler,schueler,sicherer im umgang werden,vorlagenbuch,medium,56,de,DE,micro domain #246
business,business_planung,Business Planung für Rentner,rentner,besser verstehen und anwenden,arbeitsbuch,medium,57,de,DE,micro domain #247
business,business_planung,Business Planung für Pflegende Angehoerige,pflegende_angehoerige,ergebnisse verbessern und optimieren,ratgeber,medium,58,de,DE,micro domain #248
business,business_planung,Business Planung für Fachkraefte,fachkraefte,zeit sparen und effizienter arbeiten,checkliste,medium,59,de,DE,micro domain #249
business,business_planung,Business Planung für Fuehrungskraefte,fuehrungskraefte,ueberblick behalten und struktur schaffen,planer,medium,60,de,DE,micro domain #250
business,business_optimierung,Business Optimierung für Selbststaendige,selbststaendige,fehler vermeiden und qualitaet sichern,trainingsjournal,medium,52,de,DE,micro domain #251
business,business_optimierung,Business Optimierung für Freelancer,freelancer,kosten senken und budget einhalten,workbook,medium,53,de,DE,micro domain #252
business,business_optimierung,Business Optimierung für Kleinunternehmer,kleinunternehmer,motivation finden und dranbleiben,leitfaden,medium,54,de,DE,micro domain #253
business,business_optimierung,Business Optimierung für Studenten,studenten,richtige methode erlernen,praxisbuch,medium,55,de,DE,micro domain #254
business,business_optimierung,Business Optimierung für Schueler,schueler,alltag vereinfachen und routine aufbauen,vorlagenbuch,medium,56,de,DE,micro domain #255
business,business_optimierung,Business Optimierung für Rentner,rentner,sicherer im umgang werden,arbeitsbuch,medium,52,de,DE,micro domain #256
business,business_optimierung,Business Optimierung für Pflegende Angehoerige,pflegende_angehoerige,besser verstehen und anwenden,ratgeber,medium,53,de,DE,micro domain #257
business,business_optimierung,Business Optimierung für Fachkraefte,fachkraefte,ergebnisse verbessern und optimieren,checkliste,medium,54,de,DE,micro domain #258
business,business_optimierung,Business Optimierung für Fuehrungskraefte,fuehrungskraefte,zeit sparen und effizienter arbeiten,planer,medium,55,de,DE,micro domain #259
business,business_optimierung,Business Optimierung für Schichtarbeiter,schichtarbeiter,ueberblick behalten und struktur schaffen,tagebuch,medium,56,de,DE,micro domain #260
business,business_pflege,Business Pflege für Freelancer,freelancer,fehler vermeiden und qualitaet sichern,workbook,medium,53,de,DE,micro domain #261
business,business_pflege,Business Pflege für Kleinunternehmer,kleinunternehmer,kosten senken und budget einhalten,leitfaden,medium,54,de,DE,micro domain #262
business,business_pflege,Business Pflege für Studenten,studenten,motivation finden und dranbleiben,praxisbuch,medium,55,de,DE,micro domain #263
business,business_pflege,Business Pflege für Schueler,schueler,richtige methode erlernen,vorlagenbuch,medium,56,de,DE,micro domain #264
business,business_pflege,Business Pflege für Rentner,rentner,alltag vereinfachen und routine aufbauen,arbeitsbuch,medium,57,de,DE,micro domain #265
business,business_pflege,Business Pflege für Pflegende Angehoerige,pflegende_angehoerige,sicherer im umgang werden,ratgeber,medium,53,de,DE,micro domain #266
business,business_pflege,Business Pflege für Fachkraefte,fachkraefte,besser verstehen und anwenden,checkliste,medium,54,de,DE,micro domain #267
business,business_pflege,Business Pflege für Fuehrungskraefte,fuehrungskraefte,ergebnisse verbessern und optimieren,planer,medium,55,de,DE,micro domain #268
business,business_pflege,Business Pflege für Schichtarbeiter,schichtarbeiter,zeit sparen und effizienter arbeiten,tagebuch,medium,56,de,DE,micro domain #269
business,business_pflege,Business Pflege für Berufstaetige,berufstaetige,ueberblick behalten und struktur schaffen,trainingsjournal,medium,57,de,DE,micro domain #270
business,business_training,Business Training für Kleinunternehmer,kleinunternehmer,fehler vermeiden und qualitaet sichern,leitfaden,high,54,de,DE,micro domain #271
business,business_training,Business Training für Studenten,studenten,kosten senken und budget einhalten,praxisbuch,high,55,de,DE,micro domain #272
business,business_training,Business Training für Schueler,schueler,motivation finden und dranbleiben,vorlagenbuch,high,56,de,DE,micro domain #273
business,business_training,Business Training für Rentner,rentner,richtige methode erlernen,arbeitsbuch,high,57,de,DE,micro domain #274
business,business_training,Business Training für Pflegende Angehoerige,pflegende_angehoerige,alltag vereinfachen und routine aufbauen,ratgeber,high,58,de,DE,micro domain #275
business,business_training,Business Training für Fachkraefte,fachkraefte,sicherer im umgang werden,checkliste,high,54,de,DE,micro domain #276
business,business_training,Business Training für Fuehrungskraefte,fuehrungskraefte,besser verstehen und anwenden,planer,high,55,de,DE,micro domain #277
business,business_training,Business Training für Schichtarbeiter,schichtarbeiter,ergebnisse verbessern und optimieren,tagebuch,high,56,de,DE,micro domain #278
business,business_training,Business Training für Berufstaetige,berufstaetige,zeit sparen und effizienter arbeiten,trainingsjournal,high,57,de,DE,micro domain #279
business,business_training,Business Training für Jugendliche,jugendliche,ueberblick behalten und struktur schaffen,workbook,high,58,de,DE,micro domain #280
business,business_beratung,Business Beratung für Studenten,studenten,fehler vermeiden und qualitaet sichern,praxisbuch,low,55,de,DE,micro domain #281
business,business_beratung,Business Beratung für Schueler,schueler,kosten senken und budget einhalten,vorlagenbuch,low,56,de,DE,micro domain #282
business,business_beratung,Business Beratung für Rentner,rentner,motivation finden und dranbleiben,arbeitsbuch,low,57,de,DE,micro domain #283
business,business_beratung,Business Beratung für Pflegende Angehoerige,pflegende_angehoerige,richtige methode erlernen,ratgeber,low,58,de,DE,micro domain #284
business,business_beratung,Business Beratung für Fachkraefte,fachkraefte,alltag vereinfachen und routine aufbauen,checkliste,low,59,de,DE,micro domain #285
business,business_beratung,Business Beratung für Fuehrungskraefte,fuehrungskraefte,sicherer im umgang werden,planer,low,55,de,DE,micro domain #286
